TIPO,Tem_fluxo,CicloJuros,AgendaJuros,IncorporaJuros,DataRef,Emissor,cod_Ativo,Codigo_IF,ISIN,Data Emissão,vencimento,PU_emissão,TipoJuros,pct_flutuante,spread,FormaCDI,taxa_emissão,Data_prox_juros,Data Call Inicial,Call_Periodicidade,Call_Inicio_Apos_anos,Data Call Proxima,source_file,pages_total,pages_blank,pages_used,extractor_used,leitura_ok,sanity_check,sanity_notes,debug_bloco_juros,debug_bloco_call,cod_Ativo_count,is_unico,cod_Ativo_group_index,unico_index
,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,SMFT24,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\SMFT24.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: tipo,emissor,datas",,,1,True,1431,1429
,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,SMFT34,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\SMFT34.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: tipo,emissor,datas",,,1,True,1432,1430
,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,SMFT44,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\SMFT44.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: tipo,emissor,datas",,,1,True,1433,1431
,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,SUMI17,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\SUMI17.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: tipo,emissor,datas",,,1,True,1437,1435
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB0178CNQS,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB0178CNQS.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,457,456
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB017VEQ06,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017VEQ06.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,488,487
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB11939ZUE,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB11939ZUE.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,496,495
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB218AR2P0,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB218AR2P0.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,564,563
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB3187D5AH,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3187D5AH.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,633,632
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB3187D5AI,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3187D5AI.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,634,633
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB3187IK18,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB3187IK18.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,635,634
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB8247S4PN,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB8247S4PN.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,777,776
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB8249E0JR,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB8249E0JR.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,778,777
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB8249E0JS,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB8249E0JS.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,779,778
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB8249E0JT,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB8249E0JT.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,780,779
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYU7,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYU7.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,781,780
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYU8,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYU8.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,782,781
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYU9,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYU9.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,783,782
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYUA,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYUA.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,784,783
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYUB,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYUB.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,785,784
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,CDB824AAYUC,,,,,,,,,,,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB824AAYUC.pdf,0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,786,785
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF0017003GB,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF0017003GB.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,957,956
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF0017003GX,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF0017003GX.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,958,957
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF0017003GX17,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF0017003GX17.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,959,958
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF0017003IJ,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF0017003IJ.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,962,961
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF00170056N,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF00170056N.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,970,969
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF0017005ED,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF0017005ED.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,972,971
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF001700FH,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF001700FH.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,990,989
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF001700GAX,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF001700GAX.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,991,990
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF002000CWO,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF002000CWO.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1034,1033
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF002100A25,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF002100A25.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1041,1040
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF002200G8Y,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF002200G8Y.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1062,1061
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF002200G8Z,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF002200G8Z.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1063,1062
LF,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LF002200G90,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LF002200G90.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1064,1063
LFSN,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LFSN170039J,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LFSN170039J.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1251,1249
LFSN,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LFSN1800D4X,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LFSN1800D4X.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1277,1275
LFSN,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LFSN1800DIG,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LFSN1800DIG.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1288,1286
LFSN,BULLET,BULLET,,DESCONHECIDO,2025-10-17,,LFSN240086I,,,,,,,,,,,,,,,,"Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\lf, lfsc, lfsn\LFSN240086I.pdf",0,0,0,none,False,FAIL,"no_text_extracted; missing: emissor,datas",,,1,True,1324,1322
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB016OWW37,CDB016OWW37 Nome do Simplificado do Emissor,Data de Emissao,2016-12-28,2017-03-28,1000.0,DI ,105.0,,%CDI,105.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB016OWW37.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 105,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,445,444
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB0173H0RQ,CDB016OWW39 Nome do Simplificado do Emissor,Data de Emissao,2016-12-28,2017-03-28,1000.0,DI ,105.0,,%CDI,105.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB0173H0RQ.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 105,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,451,450
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,INTERMEDIUMBM,CDB017792KM,CDB017792K M Nome do Simplificado do Emissor,Data de Emissao,2017-03-30,2017-06-28,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017792KM.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,456,455
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB01794S29,CDB01794S29 Nome do Simplificado do Emissor,Data de Emissao,2017-04-18,2017-07-17,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB01794S29.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,458,457
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB0179LF76,CDB0179LF76 Nome do Simplificado do Emissor,Data de Emissao,2017-04-24,2017-07-24,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB0179LF76.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,459,458
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB0179LF91,CDB0179LF91 Nome do Simplificado do Emissor,Data de Emissao,2017-04-24,2017-07-24,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB0179LF91.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,460,459
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017B7GDF,CDB017B7GDF Nome do Simplificado do Emissor,Data de Emissao,2017-05-08,2019-04-29,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017B7GDF.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,461,460
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017C42A5,CDB017C42A5 Nome do Simplificado do Emissor,Data de Emissao,2017-05-15,2019-05-15,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017C42A5.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,462,461
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017CGN3S,CDB017CGN3S Nome do Simplificado do Emissor,Data de Emissao,2017-05-17,2019-05-17,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017CGN3S.PDF,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,463,462
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017CMJBI,CDB017CMJBI Nome do Simplificado do Emissor,Data de Emissao,2017-05-18,2019-05-20,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017CMJBI.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,464,463
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017CMJBJ,CDB017CMJBJ Nome do Simplificado do Emissor,Data de Emissao,2017-05-18,2019-05-20,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017CMJBJ.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,465,464
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017CVGFU,CDB017CVGFU Nome do Simplificado do Emissor,Data de Emissao,2017-05-22,2019-05-22,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017CVGFU.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,466,465
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,72180.40-8,CDB017CVGNZ,CDB017CVGNZ Nome do Simplificado do Emissor,Data de Emissao,2017-05-22,2019-05-13,1000.0,DI ,115.0,,%CDI,115.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017CVGNZ.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 115,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,467,466
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017DEJFM,CDB017DEJFM Nome do Simplificado do Emissor,Data de Emissao,2017-05-26,2019-05-27,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017DEJFM.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,468,467
CDB,BULLET,BULLET,,DESCONHECIDO,2025-10-17,10685.40-8,CDB017DEJFN,CDB017DEJFN Nome do Simplificado do Emissor,Data de Emissao,2017-05-26,2019-05-27,1000.0,DI ,104.0,,%CDI,104.0,,,,,,Z:\Asset Management\FUNDOS e CLUBES\CETIP - Instrumentos Financeiros (TELAS)\cdb\CDB017DEJFN.pdf,1,0,1,debug_text,True,OK,,"Formas de Pagamento: Pagamento de juros e principal no vencimento Rentabilidade/Indexador/Taxa Flutuante: DI % da Taxa Flutuante: 104,00 Taxa de Juros/Spread: Criterio de calculo de juros:",,1,True,469,468
